DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;P7481;AREA;MES;DPTO;fex_c_2011
5272939;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;367
5272940;1;1;1;90;2; ;1;28;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;304
5272940;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;304
5272941;1;1;1;90;2; ;1;35;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ; ;54;11;54;311
5272942;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;518
5272942;1;2;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;518
5272942;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;518
5272942;1;4;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;518
5272943;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;546
5272944;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;491
5272944;1;2;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;491
5272945;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;640
5272946;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;483
5272947;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;349
5272947;1;2;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;349
5272947;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;349
5272947;1;4;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;349
5272947;1;5;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;349
5272947;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;349
5272947;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;349
5272948;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;521
5272949;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;616
5272949;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;616
5272950;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;684
5272950;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;684
5272950;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;684
5272951;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;445
5272951;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;445
5272952;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;752
5272952;1;2;1;90;2; ;1;28;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;752
5272953;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;491
5272953;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;491
5272954;1;1;1;90;2; ;1;35;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;248
5272954;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;248
5272954;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;248
5272954;1;4;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;248
5272954;1;5;1;90;2; ;1;8;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;248
5272955;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;137
5272955;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;137
5272955;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;137
5272956;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;297
5272957;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;207
5272957;1;2;1;90;2; ;1;30;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;207
5272958;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;195
5272958;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;195
5272958;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;195
5272958;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;195
5272959;1;1;1;90;2; ;1;18;2; ;1;55;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;491
5272960;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;427
5272960;1;2;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;427
5272960;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;427
5272960;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;427
5272965;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;168
5272965;1;2;1;90;2; ;1;12;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;168
5272966;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;260
5272966;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;260
5272967;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;216
5272967;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;216
5272968;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;242
5272969;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;202
5272969;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;202
5272996;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5272996;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5272997;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;284
5272997;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;284
5272997;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;284
5272997;1;4;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;284
5272997;1;5;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;284
5272998;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5272998;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5272999;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;218
5272999;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;218
5272999;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;218
5272999;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;218
5273003;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;201
5273003;1;2;1;90;2; ;1;34;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;201
5273003;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;201
5273003;1;4;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;201
5273004;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;343
5273004;1;2;1;90;2; ;1;20;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;343
5273004;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;343
5273005;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;268
5273005;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;268
5273006;1;1;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;161
5273006;1;2;1;90;2; ;1;34;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;161
5273007;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;338
5273007;1;2;1;90;2; ;1;32;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;338
5273007;1;4;1;90;2; ;1;34;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;338
5273007;1;5;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;338
5273007;1;6;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;338
5273008;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;344
5273008;1;2;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;344
5273009;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;434
5273009;1;2;1;90;2; ;1;12;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;434
5273009;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;434
5273009;1;5;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;434
5273009;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;73;11;73;434
5273013;1;1;1;90;2; ;1;2;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;380
5273013;1;2;1;90;2; ;1;35;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;380
5273014;1;1;1;90;2; ;1;40;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;326
5273014;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;326
5273022;1;1;1;90;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;157
5273022;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;157
5273023;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;294
5273023;1;2;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;294
5273024;1;1;1;90;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;330
5273024;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;330
5273024;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;330
5273025;1;1;1;90;2; ;1;35;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;216
5273025;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;216
5273025;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;216
5273026;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;367
5273027;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;152
5273027;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4; ;52;11;52;152
5273027;1;3;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;152
5273028;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5273028;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5273028;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5273029;1;1;1;90;2; ;1;28;2; ;2; ;1;45;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5273029;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5273030;1;1;1;90;2; ;1;24;2; ;2; ;1;24;2; ;2; ;2; ;2; ;2; ; ;52;11;52;123
5273030;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;123
5273030;1;3;1;90;2; ;1;10;2; ;2; ;1;24;2; ;2; ;2; ;2; ;2; ; ;52;11;52;123
5273031;1;1;1;90;2; ;1;21;2; ;2; ;1;32;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5273032;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;248
5273032;1;2;1;90;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;248
5273032;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2; ; ;52;11;52;248
5273032;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;248
5273033;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5273034;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5273034;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;197
5273035;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;223
5273035;1;2;1;90;2; ;1;28;2; ;2; ;1;24;2; ;2; ;2; ;2; ;2; ; ;52;11;52;223
5273035;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;223
5273038;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1274
5273038;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1274
5273038;1;3;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1274
5273039;1;1;1;90;2; ;1;14;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1362
5273044;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;220
5273044;1;2;1;90;2; ;1;49;2; ;2; ;2; ;2; ;1;8;2; ;2; ;2; ; ;17;11;17;220
5273044;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;220
5273045;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;152
5273045;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;152
5273046;1;1;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;160
5273046;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;160
5273046;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;160
5273047;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;128
5273047;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;128
5273047;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;128
5273047;1;4;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;128
5273047;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;128
5273048;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5273048;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5273048;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5273048;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5273049;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;150
5273049;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;150
5273049;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;150
5273049;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;150
5273053;1;1;1;90;2; ;1;7;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5273053;1;2;1;90;2; ;1;28;2; ;2; ;1;48;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5273053;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5273066;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;223
5273066;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;223
5273066;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;223
5273067;1;1;1;90;2; ;1;2;2; ;1;3;1;1;2; ;2; ;2; ;2; ;2; ; ;52;11;52;549
5273067;1;2;1;90;2; ;1;21;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;549
5273067;1;3;1;90;2; ;1;3;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;549
5273069;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1102
5273069;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1102
5273070;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;530
5273071;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1060
5273073;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1130
5273078;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;482
5273078;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;482
5273079;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;367
5273080;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;1;10;2; ;2; ; ;50;11;50;453
5273080;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;453
5273080;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;453
5273081;1;1;1;90;2; ;1;20;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;369
5273081;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;50;11;50;369
5273091;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5273091;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5273091;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;115
5273092;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5273111;1;1;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;335
5273111;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;335
5273112;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;364
5273113;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;332
5273113;1;2;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;332
5273129;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;289
5273129;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;289
5273129;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;289
5273130;1;1;1;90;2; ;1;35;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;322
5273130;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;322
5273131;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;271
5273132;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5273132;1;2;1;90;2; ;1;20;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5273132;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5273132;2;1;2;90;2; ;1;30;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5273132;2;2;2;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;119
5273133;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;52;11;52;157
5273139;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;165
5273139;1;2;1;90;2; ;1;42;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;165
5273139;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;165
5273139;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;165
5273140;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;217
5273140;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;217
5273140;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;217
5273141;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;258
5273141;1;2;1;90;2; ;1;43;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;258
5273141;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;258
5273142;1;1;1;90;2; ;1;40;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;204
5273142;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;2; ;17;11;17;204
5273143;1;1;1;90;2; ;1;40;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;280
5273143;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;280
5273143;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;280
5273143;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;280
5273143;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;280
5273143;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;280
5273144;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;333
5273144;1;2;1;90;2; ;1;43;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;333
